children,dob_years,education,marital_status,gender,income_type,debt,total_income,purpose
0,40,high school,single,F,employee,0,66545.83681,automobile
0,38,high school,single,M,unemployed,0,255223.578,higher education
2,29,high school,married,F,employee,0,81277.05632,real estate transactions
3,40,underGRADUATE,married,F,employee,0,,car
0,49,high school,married,M,employee,0,70289.45547,degree
0,49,GRADUATE,single,F,unemployed,0,157438.8879,buying a property
0,46,GRADUATE,married,M,employee,0,567440.379,housing
2,40,high school,married,M,employee,1,157752.8026,construction of residential real estate
0,47,high school,married,F,employee,0,228893.1209,buying a property
0,33,high school,married,M,unemployed,1,156981.1689,buying a home
1,40,high school,married,M,employee,0,147847.5707,for a wedding
0,46,high school,married,F,employee,0,62153.94421,buying a home
2,43,high school,divorced,M,employee,0,105842.7799,house construction
0,51,high school,married,F,unemployed,0,108143.8576,home renovation
0,50,GRADUATE,divorced,M,unemployed,0,,higher education
1,48,GRADUATE,married,F,employee,0,,degree
0,27,high school,single,F,unemployed,0,232078.7049,buying a home
0,59,high school,widow / widower,F,retiree,0,191490.5759,higher education
0,65,high school,married,F,retiree,0,,property
1,30,GRADUATE,married,M,employee,0,171060.9912,buying a family home
2,28,high school,married,F,employee,1,106658.7837,buying home
1,35,high school,married,F,employee,0,190643.0718,cars
0,62,secondary school,single,F,retiree,0,66151.39642,buying home
0,63,high school,married,F,retiree,0,155238.9208,for a wedding
1,40,high school,married,M,unemployed,0,,buying a property
2,48,high school,married,F,public employee,0,355765.1259,to buy a car
2,36,GRADUATE,married,M,unemployed,0,131445.2342,higher education
2,34,GRADUATE,married,M,unemployed,0,342611.0356,for a wedding
0,44,high school,married,M,employee,0,251777.8562,home renovation
1,30,underGRADUATE,married,F,employee,0,160686.8629,real estate transactions
0,49,high school,married,F,public employee,0,118438.9121,get married
0,37,high school,married,F,employee,0,204685.3684,get married
0,33,GRADUATE,single,F,public employee,0,153032.1707,purchase of commercial property
0,65,high school,married,M,retiree,0,90441.52975,car
0,23,high school,married,M,employee,0,95025.63598,wedding
0,55,high school,widow / widower,F,unemployed,0,,buying a property
0,59,high school,married,F,retiree,0,88749.93362,education
0,45,high school,married,M,unemployed,0,133179.853,get married
1,30,high school,married,M,public employee,0,104383.5568,buying home
2,45,high school,married,F,employee,0,99012.10816,commercial real estate transactions
0,39,high school,married,F,employee,0,152976.2957,transactions with real estate
0,55,high school,married,F,retiree,0,,education
0,67,high school,widow / widower,F,retiree,0,58069.8317,specialized education
0,19,high school,single,F,unemployed,0,131967.2619,commercial real estate transactions
3,34,underGRADUATE,married,F,employee,0,171018.1002,home renovation
0,54,high school,married,F,retiree,0,67375.62617,real estate
4,37,high school,married,F,employee,0,126955.4616,property
0,59,high school,divorced,F,retiree,0,229378.5655,education
0,49,GRADUATE,single,F,unemployed,0,199947.8302,education
0,52,high school,single,F,employee,0,90535.99121,purchase of residential property
0,47,high school,married,M,employee,0,403355.7428,used car deal
1,34,high school,married,M,employee,0,229546.243,for a wedding
0,57,high school,widow / widower,F,employee,0,172424.9646,buying a home
0,22,high school,single,F,unemployed,1,101781.2254,housing
1,29,high school,married,F,employee,0,107344.2626,degree
0,47,high school,married,M,employee,0,189083.6193,education
1,43,high school,married,M,employee,0,197224.5064,to buy a car
3,27,high school,married,F,employee,0,30375.00684,education
1,45,GRADUATE,married,F,unemployed,1,347011.3923,education
0,38,GRADUATE,married,M,employee,0,341982.2063,buying a family home
0,43,GRADUATE,divorced,M,public employee,0,191350.4615,construction of residential real estate
0,46,high school,married,F,employee,0,,buying a rental property
0,59,GRADUATE,married,F,retiree,1,198200.6687,purchase of commercial property
0,57,high school,widow / widower,F,retiree,0,45542.10697,automobile
0,49,GRADUATE,married,M,employee,0,153856.4769,buying a home
0,57,high school,widow / widower,F,retiree,0,50994.82635,buying a home
0,51,GRADUATE,married,M,unemployed,0,223957.3051,commercial real estate transactions
0,61,high school,married,F,retiree,0,87653.1029,for a wedding
1,44,high school,married,M,employee,1,194579.3554,higher education
0,53,high school,married,F,employee,0,130461.5955,education
1,25,high school,married,M,employee,0,187899.2533,education
0,58,high school,married,F,retiree,1,145798.6561,car
0,36,high school,married,M,employee,0,160528.6663,home renovation
0,46,high school,married,F,unemployed,0,199675.0477,real estate
2,37,underGRADUATE,married,M,employee,0,258347.7952,car
0,21,GRADUATE,married,F,unemployed,0,80882.01715,housing
0,44,GRADUATE,married,M,employee,0,186130.8624,buying a family home
1,39,high school,married,F,employee,0,169519.346,get married
0,55,high school,married,F,retiree,0,125596.0976,used car deal
0,48,high school,married,M,employee,0,135267.4817,for a wedding
1,48,high school,widow / widower,F,employee,0,234593.7643,housing transactions
0,59,high school,single,F,employee,0,,real estate transactions
1,33,GRADUATE,married,F,unemployed,0,390064.2137,construction of residential real estate
0,43,high school,married,M,employee,1,143302.9996,housing
1,27,high school,married,F,employee,0,259714.2541,education
2,35,GRADUATE,married,F,unemployed,0,129571.4514,housing
1,48,GRADUATE,single,F,public employee,0,,home renovation
2,40,high school,married,M,employee,0,420766.6393,housing transactions
0,28,GRADUATE,married,F,employee,0,226048.3711,wedding
0,55,high school,married,F,retiree,0,112424.5339,automobile
0,42,high school,married,F,employee,0,212179.9533,car deal
0,60,GRADUATE,single,F,unemployed,0,195181.0619,buying a property
2,39,high school,married,F,employee,0,74817.49687,wedding
0,32,GRADUATE,married,F,employee,0,87599.20314,housing
1,27,GRADUATE,single,M,unemployed,0,85749.31502,higher education
0,53,high school,married,F,retiree,0,42151.1226,education
1,47,high school,widow / widower,F,employee,0,68021.68406,buying home
0,27,GRADUATE,married,F,employee,0,252782.5244,real estate
0,64,high school,widow / widower,F,retiree,0,182926.3036,specialized education
0,54,high school,married,F,retiree,0,210536.5589,buying a property
0,50,high school,married,F,retiree,0,70345.71715,construction of residential real estate
1,49,high school,married,M,employee,0,308147.977,construction of residential real estate
1,34,high school,married,F,employee,0,148283.909,get married
0,30,high school,single,F,public employee,0,112565.7657,real estate transactions
0,51,high school,married,F,employee,1,,buying a rental property
0,54,GRADUATE,married,F,retiree,0,62571.00693,purchase of commercial property
0,57,GRADUATE,married,F,retiree,0,593261.6994,real estate transactions
0,61,GRADUATE,married,F,retiree,0,282485.924,higher education
0,45,GRADUATE,married,F,employee,0,298448.9195,specialized education
0,50,high school,married,F,employee,0,113685.1021,higher education
3,39,high school,married,F,employee,0,189185.5852,higher education
0,24,underGRADUATE,married,M,unemployed,0,268534.9179,to buy a used car
0,48,high school,married,F,employee,0,212606.8022,to buy a car
0,67,high school,married,F,retiree,0,191912.1343,buying a family home
0,42,GRADUATE,married,F,unemployed,0,86908.6236,get married
2,37,GRADUATE,married,M,employee,0,120406.0319,wedding
0,54,high school,single,F,retiree,0,122095.885,housing
0,62,high school,single,F,retiree,0,97799.83666,home renovation
0,39,high school,divorced,F,employee,0,331555.5449,to buy a car
0,72,high school,single,F,retiree,0,162972.1263,home renovation
1,21,high school,married,M,employee,0,163894.3121,for a wedding
1,33,high school,married,M,employee,0,214690.2765,housing
0,36,high school,single,F,unemployed,0,232141.8762,higher education
0,41,high school,married,F,employee,0,202145.6655,education
1,39,GRADUATE,widow / widower,F,employee,0,70373.87566,home renovation
1,34,high school,married,F,employee,0,32299.96,buying home
0,67,high school,single,F,retiree,0,129106.0844,housing
0,64,high school,widow / widower,F,retiree,0,261408.0041,automobile
0,31,GRADUATE,single,F,employee,0,167971.1212,higher education
1,24,GRADUATE,married,F,employee,0,126600.911,wedding
0,44,high school,married,M,employee,0,106392.4887,buying a property
0,51,GRADUATE,married,M,employee,0,,housing transactions
0,55,high school,married,M,employee,0,202273.5801,house construction
0,53,high school,married,M,employee,0,96090.1602,get married
0,37,high school,married,M,employee,0,182558.4862,construction of residential real estate
0,59,secondary school,widow / widower,F,retiree,0,68397.78894,transactions with real estate
0,54,GRADUATE,married,M,employee,0,477750.7957,used car deal
1,28,GRADUATE,married,M,unemployed,0,477418.8315,property
0,43,high school,married,F,employee,0,253292.4085,buying a family home
0,53,high school,married,F,employee,0,235666.1864,to buy a car
0,43,GRADUATE,widow / widower,F,retiree,0,121280.8301,cars
0,68,high school,married,F,retiree,0,93440.48954,transactions with real estate
0,58,high school,married,F,unemployed,0,394465.1969,buying a home
2,34,high school,married,F,unemployed,0,207350.0868,transactions with real estate
0,57,high school,divorced,M,unemployed,0,78783.81634,to buy a used car
2,20,high school,married,M,employee,0,61131.55857,purchase of residential property
0,56,high school,married,F,retiree,0,110711.1254,buying home
0,41,underGRADUATE,married,F,unemployed,0,144349.4993,higher education
0,40,high school,married,F,employee,0,161158.8063,cars
1,57,GRADUATE,divorced,F,employee,0,,transactions with real estate
2,47,underGRADUATE,divorced,F,employee,0,198330.711,higher education
1,33,high school,married,F,employee,0,157412.916,home renovation
1,45,high school,married,F,public employee,0,178269.9343,automobile
0,27,high school,married,M,employee,0,95143.9286,specialized education
0,61,GRADUATE,married,F,retiree,0,139766.7379,construction of residential real estate
0,69,high school,widow / widower,F,retiree,0,100293.8748,purchase of residential property
2,33,GRADUATE,married,F,employee,1,147585.8609,buying home
0,69,high school,married,F,retiree,0,56612.29094,housing
0,49,high school,married,F,employee,0,43538.8953,buying a home
0,46,GRADUATE,married,F,unemployed,0,,buying a property
0,24,high school,married,F,employee,0,58422.384,degree
0,64,high school,widow / widower,F,retiree,0,75787.92689,buying a family home
0,34,high school,single,M,employee,0,103082.4084,to buy a used car
1,39,high school,married,F,employee,0,144364.5228,home renovation
0,27,high school,married,M,unemployed,0,260391.976,commercial real estate transactions
1,53,high school,married,M,employee,0,225851.182,home renovation
0,67,high school,widow / widower,F,retiree,0,288332.8875,specialized education
0,41,high school,married,F,employee,0,,buying a family home
0,64,underGRADUATE,married,F,retiree,0,412386.3471,buying a home
0,36,high school,married,M,employee,0,316206.2712,higher education
2,46,high school,married,F,unemployed,0,141663.0003,higher education
0,64,high school,married,M,unemployed,0,247669.3089,buying a home
0,34,GRADUATE,married,F,public employee,0,221794.6866,buying home
0,43,high school,married,M,employee,0,75944.91395,house construction
0,42,GRADUATE,married,M,employee,0,195170.0804,buying home
0,52,GRADUATE,married,M,retiree,1,179937.1011,buying a property
1,42,high school,married,F,employee,0,195123.7958,construction of residential real estate
0,31,high school,single,M,employee,0,100148.952,education
0,56,high school,married,F,employee,0,110013.1178,to buy a car
0,71,high school,single,M,retiree,0,223471.5688,buying a family home
0,30,high school,single,F,employee,0,86218.5467,commercial real estate transactions
0,65,secondary school,married,F,retiree,0,117137.3528,to buy a car
0,32,high school,single,M,unemployed,0,,transactions with real estate
1,33,GRADUATE,married,M,unemployed,0,271472.7952,buying a property
1,30,high school,married,F,public employee,1,276740.2715,car
0,46,high school,married,F,unemployed,0,297563.5568,education
0,26,GRADUATE,married,F,public employee,0,124388.9654,automobile
0,38,high school,married,F,unemployed,0,267537.3424,cars
0,0,high school,married,F,unemployed,0,167713.2121,to buy a car
0,54,GRADUATE,married,F,employee,0,235027.9111,for a wedding
1,42,GRADUATE,married,F,unemployed,0,349371.4434,education
2,34,high school,married,F,employee,0,120983.1121,to buy a used car
1,38,high school,married,F,employee,0,110451.2685,wedding
0,30,GRADUATE,married,F,unemployed,0,295827.5474,buying home
2,37,high school,married,M,employee,0,188692.4852,property
1,41,high school,single,M,unemployed,0,161912.341,car
0,56,high school,divorced,F,retiree,0,117523.7307,higher education
0,59,high school,widow / widower,F,unemployed,0,57640.45827,higher education
0,51,high school,married,F,employee,0,54928.91035,wedding
1,55,high school,divorced,M,employee,0,93962.68036,house construction
0,36,high school,married,M,unemployed,0,93089.615,wedding
0,57,high school,widow / widower,F,retiree,0,97629.40384,education
1,24,high school,married,M,employee,0,208017.2601,transactions with real estate
1,38,GRADUATE,married,F,employee,0,89058.67258,automobile
0,28,high school,married,M,employee,0,192390.4459,car
1,33,GRADUATE,married,M,employee,0,,used car deal
0,33,GRADUATE,single,F,employee,0,110525.4023,home renovation
1,38,GRADUATE,married,F,employee,0,64328.87989,purchase of commercial property
4,33,high school,married,F,public employee,0,,buying a family home
0,43,high school,married,M,unemployed,0,89541.48461,property
1,28,GRADUATE,married,M,employee,0,168963.6672,to buy a car
0,48,high school,married,M,unemployed,0,213732.6746,car purchase
0,56,high school,married,F,unemployed,1,92923.97922,get married
0,58,high school,widow / widower,F,employee,0,268082.5617,housing transactions
2,37,high school,divorced,M,unemployed,0,524115.1884,real estate transactions
0,46,high school,married,F,employee,0,51273.35369,transactions with real estate
0,63,high school,widow / widower,F,retiree,0,148965.839,purchase of commercial property
0,64,high school,widow / widower,F,retiree,0,49668.76173,education
0,35,high school,married,M,employee,0,,to buy a car
0,43,high school,married,F,employee,0,89065.47967,used car deal
0,58,high school,married,F,retiree,0,96736.68845,for a wedding
0,52,high school,married,F,employee,0,190780.1285,used car deal
0,47,high school,single,F,public employee,1,86657.35286,property
0,31,high school,single,M,employee,0,132745.5534,housing
0,52,high school,married,M,employee,0,158260.8992,cars
1,39,high school,married,M,employee,1,106940.0267,car
0,58,GRADUATE,married,F,unemployed,0,,house construction
0,63,high school,married,F,retiree,0,73352.76658,cars
0,28,GRADUATE,married,F,unemployed,0,,get married
3,31,high school,single,M,unemployed,1,156995.4811,purchase of residential property
0,52,high school,married,M,unemployed,1,390148.021,buying a rental property
0,46,high school,married,F,unemployed,0,50851.61286,buying home
1,34,high school,married,F,unemployed,0,129085.3104,used car deal
0,54,GRADUATE,divorced,F,employee,0,194192.5083,cars
1,28,high school,single,F,unemployed,0,154031.1565,house construction
0,59,high school,married,F,retiree,0,77056.99065,property
0,52,GRADUATE,married,M,unemployed,0,116273.3917,to buy a car
0,62,high school,married,F,employee,0,100114.4517,buying a rental property
0,59,GRADUATE,married,M,unemployed,1,220279.1019,get married
0,59,GRADUATE,married,M,retiree,0,362784.9602,used car deal
0,61,high school,widow / widower,F,retiree,0,,real estate transactions
0,38,high school,divorced,F,employee,0,109837.4741,education
0,36,high school,married,F,employee,0,114010.6247,real estate transactions
0,55,GRADUATE,married,F,unemployed,0,477306.5986,purchase of residential property
2,37,GRADUATE,married,M,employee,0,155797.8951,automobile
0,56,high school,married,M,employee,0,202579.1131,buying a family home
0,29,high school,married,F,unemployed,0,131036.3093,automobile
1,31,GRADUATE,married,F,public employee,0,86574.37886,property
0,42,high school,married,F,employee,0,189924.0089,purchase of residential property
2,34,underGRADUATE,married,F,unemployed,0,187407.9276,real estate
1,42,high school,married,F,employee,0,179520.7997,car purchase
0,51,high school,married,F,retiree,0,45580.6785,real estate transactions
2,40,high school,single,F,employee,0,98616.29743,to buy a used car
0,47,high school,married,F,employee,0,196119.854,car purchase
2,25,high school,married,F,employee,0,198221.0557,buying a home
0,59,GRADUATE,married,M,retiree,0,93920.08596,higher education
0,65,high school,married,F,public employee,0,258879.5806,buying a family home
2,31,GRADUATE,married,F,unemployed,0,558722.9229,wedding
0,56,high school,widow / widower,F,employee,0,82810.64061,education
20,0,high school,married,F,employee,0,199739.9414,to buy a car
0,66,high school,married,F,retiree,0,,wedding
1,28,high school,married,F,employee,0,58044.92511,commercial real estate transactions
0,61,high school,single,F,retiree,0,90281.68047,buying a family home
0,51,high school,married,M,employee,0,240859.6723,home renovation
0,29,high school,married,M,employee,0,186348.1653,buying home
0,24,high school,married,M,public employee,0,178485.8631,buying a property
1,29,underGRADUATE,single,F,unemployed,0,,buying a family home
0,48,GRADUATE,married,F,unemployed,0,232467.996,commercial real estate transactions
0,71,high school,married,F,retiree,0,148285.3845,get married
2,38,high school,married,M,employee,0,208680.1674,to buy a car
0,41,high school,married,F,unemployed,0,175736.3763,purchase of commercial property
0,50,GRADUATE,single,F,retiree,0,190842.4371,higher education
0,29,GRADUATE,married,F,unemployed,0,392135.6576,get married
0,44,high school,married,F,employee,0,187605.1752,construction of residential real estate
0,48,high school,married,F,employee,0,83263.5064,education
2,40,high school,widow / widower,F,unemployed,0,,home renovation
1,32,high school,married,F,employee,0,143009.6656,wedding
0,21,high school,married,M,employee,0,149893.7197,purchase of commercial property
0,65,high school,married,F,retiree,0,194179.9931,to buy a car
1,43,high school,married,F,employee,0,144299.1187,higher education
1,33,high school,married,M,employee,0,241264.4198,property
0,69,phd,married,M,retiree,0,98752.49544,purchase of residential property
0,33,high school,married,M,unemployed,0,258662.8381,to buy a car
0,68,high school,married,F,retiree,1,87918.56366,education
1,40,high school,married,F,employee,0,65124.07112,automobile
0,58,high school,married,M,public employee,0,130280.5179,higher education
1,61,high school,married,F,retiree,0,,house construction
0,52,high school,married,M,employee,0,387076.7754,buying a home
0,42,GRADUATE,married,M,employee,1,196147.2718,house construction
0,39,high school,married,F,employee,0,121691.3721,higher education
0,40,GRADUATE,married,F,employee,0,120859.4323,get married
0,49,GRADUATE,married,F,employee,0,118781.7854,real estate transactions
1,36,GRADUATE,married,F,employee,0,,get married
0,44,high school,married,F,employee,0,123218.3215,get married
0,56,high school,divorced,F,unemployed,0,,buying a property
0,37,high school,married,F,employee,0,158615.101,buying a home
2,45,high school,married,M,unemployed,0,182849.064,buying a home
0,52,high school,married,F,employee,0,138816.3608,for a wedding
0,58,high school,married,F,retiree,0,74896.28399,degree
0,59,GRADUATE,married,M,public employee,0,,used car deal
1,34,GRADUATE,married,M,employee,1,312833.8899,transactions with real estate
0,28,high school,single,F,employee,1,139896.4624,buying home
0,57,high school,married,F,retiree,0,116872.2296,purchase of residential property
2,27,high school,married,M,employee,0,156771.3339,education
0,62,high school,single,F,retiree,0,214609.327,to buy a car
2,34,high school,married,F,unemployed,0,112101.4147,housing transactions
0,58,high school,married,F,retiree,0,133250.2427,for a wedding
0,38,GRADUATE,widow / widower,F,unemployed,0,220836.2936,education
0,52,GRADUATE,married,F,retiree,0,,buying a family home
0,51,high school,married,M,unemployed,0,256705.3223,house construction
0,39,high school,divorced,F,retiree,0,96891.81153,buying a property
0,34,high school,married,M,employee,0,128535.3619,buying a family home
0,54,high school,married,F,retiree,1,142416.352,education
0,47,GRADUATE,married,F,employee,0,,home renovation
1,38,high school,married,F,employee,1,145777.52,to buy a used car
2,33,high school,single,M,employee,0,167031.6087,buying a home
0,67,GRADUATE,single,M,retiree,0,131140.9867,automobile
0,29,high school,married,F,employee,0,,car
1,33,high school,married,M,employee,0,146383.7663,buying a rental property
0,28,high school,married,M,employee,0,79012.58922,construction of residential real estate
0,28,GRADUATE,married,M,unemployed,0,,purchase of residential property
1,41,high school,divorced,F,employee,0,133722.8386,commercial real estate transactions
0,65,GRADUATE,married,F,retiree,0,62362.78815,higher education
0,28,GRADUATE,single,M,unemployed,0,127995.9001,education
0,51,high school,married,F,employee,0,168385.1026,commercial real estate transactions
0,46,secondary school,married,M,employee,0,64894.55794,transactions with real estate
0,53,high school,married,F,unemployed,0,266487.1605,to buy a car
1,40,GRADUATE,single,F,public employee,0,197629.3583,higher education
0,43,high school,married,F,employee,0,180344.4969,property
0,37,high school,married,F,employee,0,138872.0387,car deal
0,53,high school,married,F,retiree,0,102999.738,higher education
0,46,high school,married,F,retiree,1,66147.90203,for a wedding
0,47,high school,married,M,employee,0,150174.3886,housing transactions
0,34,high school,married,F,employee,0,195355.965,for a wedding
0,48,GRADUATE,married,F,unemployed,0,205058.3277,housing transactions
2,26,high school,married,F,employee,0,182072.7338,to buy a used car
1,26,high school,married,F,employee,0,,purchase of commercial property
0,23,high school,single,M,employee,0,95481.21235,housing transactions
0,42,high school,married,M,employee,0,69171.814,house construction
1,44,high school,married,F,employee,0,252392.3548,automobile
0,52,high school,widow / widower,F,retiree,0,78320.51379,buying home
0,34,high school,married,M,unemployed,1,149821.4166,purchase of residential property
0,44,GRADUATE,widow / widower,F,unemployed,0,214823.0292,construction of residential real estate
1,61,high school,married,F,retiree,0,187100.8171,get married
0,46,high school,widow / widower,F,unemployed,0,258946.6468,higher education
0,49,high school,married,M,employee,0,182026.6546,real estate
1,31,high school,married,M,employee,1,150311.8484,buying a home
0,52,high school,married,F,retiree,0,87125.41171,buying a family home
0,50,high school,married,M,employee,0,266915.8947,cars
0,41,GRADUATE,married,M,unemployed,0,225826.4331,get married
0,33,GRADUATE,married,F,employee,0,145200.5942,used car deal
0,54,high school,widow / widower,F,unemployed,0,109459.5978,buying a family home
0,43,high school,married,M,unemployed,0,174820.7983,education
0,47,high school,married,F,unemployed,0,149106.7327,car
0,25,high school,married,F,employee,0,146808.8699,get married
0,64,high school,widow / widower,F,retiree,0,,housing transactions
0,60,high school,married,F,retiree,0,83225.59081,property
0,54,high school,married,F,retiree,0,124004.8151,car
0,49,high school,married,F,employee,0,,purchase of commercial property
0,54,high school,married,F,unemployed,0,304900.6439,buying a family home
2,31,GRADUATE,married,F,employee,0,,commercial real estate transactions
1,38,GRADUATE,married,F,unemployed,0,185327.5093,transactions with real estate
2,0,GRADUATE,single,M,employee,0,292145.2671,real estate transactions
0,52,high school,married,F,retiree,0,54251.56037,specialized education
2,42,high school,married,M,employee,0,105818.0012,purchase of residential property
1,36,GRADUATE,married,F,unemployed,0,254378.9588,higher education
0,44,high school,married,F,employee,0,275292.9966,for a wedding
2,46,GRADUATE,married,F,unemployed,1,360791.2026,get married
2,40,high school,married,F,employee,1,83436.8072,higher education
1,55,high school,married,F,employee,0,91474.32698,degree
1,35,high school,married,F,employee,0,138378.7518,construction of residential real estate
0,51,GRADUATE,married,F,unemployed,0,207774.948,to buy a car
1,28,GRADUATE,single,M,public employee,1,185059.1255,used car deal
0,29,GRADUATE,married,M,employee,0,707687.8707,buying home
1,44,GRADUATE,married,F,unemployed,0,160059.469,car deal
1,29,underGRADUATE,single,F,unemployed,0,289851.2393,housing
0,65,high school,married,F,retiree,0,144570.1533,real estate transactions
0,66,high school,married,M,retiree,0,116597.5377,to buy a car
0,52,high school,married,M,unemployed,0,292487.3816,real estate
0,31,high school,married,F,employee,0,117783.7837,wedding
0,42,high school,married,M,employee,0,,housing transactions
2,26,high school,married,M,unemployed,0,178960.1751,degree
0,63,high school,married,M,retiree,0,173894.0367,buying a family home
0,56,high school,married,M,employee,1,128418.6806,higher education
0,54,GRADUATE,single,F,employee,0,171897.2427,construction of residential real estate
0,70,high school,single,M,retiree,0,104148.7507,buying a family home
3,40,high school,married,M,employee,0,357666.3079,higher education
0,66,high school,married,M,retiree,0,63599.46906,to buy a used car
0,55,high school,married,M,unemployed,1,134244.9834,construction of residential real estate
1,48,high school,married,M,employee,0,222613.2554,buying home
0,32,GRADUATE,married,M,unemployed,0,120133.8711,to buy a car
0,50,high school,married,F,employee,0,80427.90864,housing transactions
1,43,high school,married,F,employee,0,65513.06074,higher education
0,62,high school,married,M,retiree,0,,house construction
0,52,underGRADUATE,widow / widower,F,unemployed,0,249638.6759,buying a home
0,40,high school,single,M,unemployed,0,191872.6137,to buy a car
1,38,high school,married,M,unemployed,0,211518.7112,buying home
0,27,high school,single,M,unemployed,0,170590.0667,to buy a car
0,51,GRADUATE,married,M,retiree,0,184394.9326,transactions with real estate
0,31,high school,single,F,unemployed,1,86537.15779,higher education
0,54,GRADUATE,married,M,unemployed,0,,buying home
0,61,high school,married,F,retiree,0,205974.1595,car
1,59,high school,married,F,employee,0,128729.0726,commercial real estate transactions
0,53,GRADUATE,married,M,employee,0,,get married
0,71,high school,single,F,retiree,0,174896.2969,property
0,44,high school,married,F,employee,0,179944.1144,education
0,42,GRADUATE,single,M,employee,0,198360.9631,to buy a car
0,35,high school,married,F,unemployed,0,195123.8261,purchase of commercial property
2,35,GRADUATE,married,F,employee,0,,to buy a car
0,56,high school,married,M,employee,0,267330.9454,buying a property
2,34,high school,divorced,F,employee,0,,car
1,36,high school,married,M,employee,1,141728.4675,car purchase
2,29,GRADUATE,married,M,employee,0,127258.679,real estate
0,58,high school,single,M,retiree,0,,purchase of commercial property
0,55,high school,married,M,retiree,0,75866.6466,buying a property
1,49,GRADUATE,married,M,public employee,0,910451.4708,home renovation
1,48,high school,married,M,employee,0,253512.3904,transactions with real estate
0,48,underGRADUATE,single,M,unemployed,0,250314.7012,education
1,42,GRADUATE,married,M,employee,0,433203.989,for a wedding
0,55,high school,divorced,F,employee,0,155070.6166,purchase of commercial property
1,46,high school,married,M,employee,0,65051.0656,car purchase
0,62,high school,married,F,retiree,0,,cars
1,39,high school,married,F,employee,0,99631.03288,purchase of residential property
2,28,high school,married,F,employee,0,104582.5588,specialized education
0,54,high school,married,F,unemployed,0,78360.29801,car
0,50,high school,married,M,retiree,0,369820.9804,real estate
0,45,high school,married,F,retiree,0,271224.0072,purchase of commercial property
0,59,high school,married,F,retiree,0,150656.4626,specialized education
0,43,high school,married,F,employee,0,69600.46798,get married
0,54,high school,married,F,employee,0,,transactions with real estate
0,49,high school,married,F,employee,0,148315.9295,buying a rental property
0,48,high school,divorced,M,employee,0,228148.4995,buying home
1,36,GRADUATE,married,M,public employee,0,350734.6393,buying home
0,47,high school,married,F,unemployed,0,142542.3959,construction of residential real estate
0,52,high school,married,M,employee,0,150626.0976,commercial real estate transactions
0,65,high school,married,F,retiree,0,99391.66124,real estate
1,42,high school,married,F,employee,0,175336.9881,car deal
0,29,high school,married,F,employee,0,177986.1434,purchase of residential property
1,31,high school,married,F,unemployed,0,172519.1783,higher education
0,43,GRADUATE,married,M,public employee,0,640912.9269,education
0,49,high school,married,M,unemployed,0,,real estate transactions
0,38,GRADUATE,married,F,unemployed,0,168616.5967,buying a rental property
0,56,high school,married,F,retiree,0,93446.90092,housing
2,64,high school,divorced,F,retiree,0,137339.4998,housing
1,26,high school,married,F,unemployed,0,139004.967,education
0,50,high school,married,M,unemployed,0,,buying a property
0,59,GRADUATE,single,F,retiree,0,122038.7795,purchase of residential property
0,58,high school,widow / widower,F,retiree,0,86546.75061,higher education
0,33,high school,married,M,employee,0,193961.8149,education
0,50,high school,married,M,employee,0,74296.02788,real estate transactions
1,51,high school,married,M,employee,0,243545.0392,property
1,31,high school,married,M,unemployed,1,59956.99198,buying a rental property
0,60,high school,single,F,retiree,0,106106.3242,buying a home
0,63,high school,married,M,public employee,0,56923.36655,car deal
0,51,high school,married,F,unemployed,0,263243.6409,to buy a car
1,28,GRADUATE,married,F,employee,0,268437.9556,buying a family home
1,45,high school,married,F,public employee,0,243730.51,purchase of residential property
0,42,GRADUATE,single,F,employee,0,78716.51391,to buy a car
1,47,high school,married,F,public employee,0,,higher education
0,42,high school,single,M,unemployed,0,274750.3486,education
0,45,GRADUATE,married,M,employee,1,151072.7317,education
2,32,high school,married,M,employee,0,,car purchase
0,33,high school,single,M,employee,0,153878.5236,purchase of commercial property
0,56,high school,divorced,M,retiree,0,65350.86113,car deal
0,47,high school,married,M,employee,0,426529.4304,housing transactions
2,0,GRADUATE,married,F,unemployed,0,215477.0046,housing transactions
0,45,high school,married,F,unemployed,0,157994.0769,for a wedding
0,55,high school,married,F,employee,0,130204.495,transactions with real estate
0,53,high school,divorced,F,retiree,0,158522.4668,education
2,38,underGRADUATE,married,M,employee,0,200526.0798,get married
1,33,high school,married,F,employee,0,95886.30037,real estate
1,52,high school,married,M,employee,0,120072.4286,to buy a car
0,25,GRADUATE,married,F,public employee,0,342860.4153,purchase of residential property
0,26,high school,single,F,employee,0,104701.8347,cars
1,21,high school,married,M,employee,0,115564.3135,real estate
0,35,underGRADUATE,single,M,unemployed,0,88893.65313,buying a home
2,34,high school,married,M,employee,0,161549.2319,home renovation
0,49,GRADUATE,single,F,public employee,0,286968.041,home renovation
0,58,high school,married,M,retiree,0,45251.39118,buying a home
0,71,high school,married,F,retiree,0,114510.4626,house construction
0,53,GRADUATE,married,F,public employee,0,105392.555,buying home
0,53,high school,widow / widower,F,retiree,0,231373.7455,commercial real estate transactions
1,25,high school,married,M,employee,0,156131.209,buying a rental property
0,59,secondary school,widow / widower,F,retiree,0,296160.3008,education
0,48,high school,married,F,employee,0,64857.75118,get married
0,22,high school,single,F,employee,0,114458.5057,home renovation
